Date;Closing price
1998-06-11;779.76
1998-06-12;770.11
1998-06-15;750.39
1998-06-16;743.16
1998-06-17;760.64
1998-06-18;744.83
1998-06-22;734.34
1998-06-23;751.53
1998-06-24;755.56
1998-06-25;771.85
1998-06-26;773.91
1998-06-29;777.12
1998-06-30;776.52
1998-07-01;787.13
1998-07-02;790.26
1998-07-03;797.84
1998-07-06;799.94
1998-07-07;806.14
1998-07-08;810.82
1998-07-09;806.16
1998-07-10;798.34
1998-07-13;807.12
1998-07-14;810.9
1998-07-15;820.9
1998-07-16;814.24
1998-07-17;821.98
1998-07-20;823.2
1998-07-21;818.28
1998-07-22;802.11
1998-07-23;806.86
1998-07-24;799.11
1998-07-27;776.5
1998-07-28;768.81
1998-07-29;779.63
1998-07-30;779.83
1998-07-31;769.37
1998-08-03;769.11
1998-08-04;762.26
1998-08-05;745.4
1998-08-06;733.07
1998-08-07;744.53
1998-08-10;721.91
1998-08-11;699.58
1998-08-12;709.95
1998-08-13;700.05
1998-08-14;712.5
1998-08-17;712.15
1998-08-18;743.04
1998-08-19;740.68
1998-08-20;733.61
1998-08-21;707.88
1998-08-24;712.32
1998-08-25;717.85
1998-08-26;701.53
1998-08-27;672.4
1998-08-28;660.86
1998-08-31;657.78
1998-09-01;641.19
1998-09-02;643.89
1998-09-03;624.03
1998-09-04;643.53
1998-09-07;655.45
1998-09-08;671.58
1998-09-09;654.11
1998-09-10;633.77
1998-09-11;627.78
1998-09-14;633.48
1998-09-15;622.26
1998-09-16;617.14
1998-09-17;591.93
1998-09-18;584.05
1998-09-21;576.62
1998-09-22;583.91
1998-09-23;606.88
1998-09-24;594.87
1998-09-25;595.37
1998-09-28;609.97
1998-09-29;606.68
1998-09-30;586.86
1998-10-01;565.05
1998-10-02;557.94
1998-10-05;533.72
1998-10-06;547.12
1998-10-07;534.18
1998-10-08;498.64
1998-10-09;519.08
1998-10-12;579.57
1998-10-13;577.95
1998-10-14;596.27
1998-10-15;608.08
1998-10-16;620.94
1998-10-19;613.05
1998-10-20;626.84
1998-10-21;604.2
1998-10-22;588.52
1998-10-23;595.68
1998-10-26;600.29
1998-10-27;619.83
1998-10-28;601.05
1998-10-29;605.61
1998-10-30;624.42
1998-11-02;651.49
1998-11-03;640.14
1998-11-04;655.47
1998-11-05;638.02
1998-11-06;642.6
1998-11-09;635.81
1998-11-10;636.59
1998-11-11;644.45
1998-11-12;637.83
1998-11-13;638.05
1998-11-16;649.6
1998-11-17;649.01
1998-11-18;662.93
1998-11-19;671.08
1998-11-20;674.05
1998-11-23;686.23
1998-11-24;678.21
1998-11-25;691.8
1998-11-26;707.44
1998-11-27;722.34
1998-11-30;709.27
1998-12-01;689.71
1998-12-02;683.74
1998-12-03;677.92
1998-12-04;681.16
1998-12-07;694.38
1998-12-08;692.94
1998-12-09;728.2
1998-12-10;686.04
1998-12-11;667.48
1998-12-14;656.24
1998-12-15;651.32
1998-12-16;668.12
1998-12-17;674.84
1998-12-18;661.18
1998-12-21;672.61
1998-12-22;680.19
1998-12-23;701.88
1998-12-28;711.45
1998-12-29;705.52
1998-12-30;701.31
1999-01-04;727.1
1999-01-05;736.09
1999-01-07;739.81
1999-01-08;738.71
1999-01-11;723.79
1999-01-12;710.42
1999-01-13;689.05
1999-01-14;696.06
1999-01-15;695.93
1999-01-18;717.94
1999-01-19;720.53
1999-01-20;718.13
1999-01-21;706.57
1999-01-22;693.48
1999-01-25;694.38
1999-01-26;692.68
1999-01-27;700.17
1999-01-28;717.83
1999-01-29;722.37
1999-02-01;733.1
1999-02-02;733.68
1999-02-03;732.15
1999-02-04;738.85
1999-02-05;737.32
1999-02-08;729.54
1999-02-09;715.46
1999-02-10;707.58
1999-02-11;706.64
1999-02-12;712.53
1999-02-15;714.07
1999-02-16;722.81
1999-02-17;711.89
1999-02-18;715.55
1999-02-19;725.37
1999-02-22;739.34
1999-02-23;739.5
1999-02-24;744.68
1999-02-25;733.96
1999-02-26;732.73
1999-03-01;718.32
1999-03-02;725.91
1999-03-03;723.16
1999-03-04;724.45
1999-03-05;737.02
1999-03-08;729.23
1999-03-09;731.75
1999-03-10;721.73
1999-03-11;725.92
1999-03-12;725.36
1999-03-15;722.3
1999-03-16;726.11
1999-03-17;719.37
1999-03-18;708.33
1999-03-19;724.51
1999-03-22;718.71
1999-03-23;718.25
1999-03-24;706.29
1999-03-25;727.2
1999-03-26;731.88
1999-03-29;737.74
1999-03-30;735.16
1999-03-31;742.87
1999-04-01;746.24
1999-04-06;770.03
1999-04-07;766.93
1999-04-08;766.55
1999-04-09;767.69
1999-04-12;759.37
1999-04-13;766.51
1999-04-14;770.51
1999-04-15;754.89
1999-04-16;765.71
1999-04-19;778.57
1999-04-20;763.3
1999-04-21;774.1
1999-04-22;780.3
1999-04-23;777.73
1999-04-26;783.73
1999-04-27;788.96
1999-04-28;781.17
1999-04-29;777.53
1999-04-30;776.95
1999-05-03;792.89
1999-05-04;792.35
1999-05-05;777.68
1999-05-06;767.04
1999-05-07;765.16
1999-05-10;767.86
1999-05-11;776.19
1999-05-12;778.32
1999-05-14;774.5
1999-05-17;767.59
1999-05-18;777.89
1999-05-19;790.42
1999-05-20;795
1999-05-21;795.18
1999-05-25;786.92
1999-05-26;782.45
1999-05-27;774.46
1999-05-28;772.15
1999-05-31;772.98
1999-06-01;772.74
1999-06-02;778.14
